Query,Author,Title,Poem,Link,,,,
life,Anna Lætitia Barbauld,Life,"['Life! I know not what thou art,', 'But know that thou and I must part;', 'And when, or how, or where we met,', 'I own to me’s a secret yet.', 'But this I know, when thou art fled,', 'Where’er they lay these limbs, this head,', 'No clod so valueless shall be,', 'As all that then remains of me.', 'O whither, whither dost thou fly,', 'Where bend unseen thy trackless course,', 'And in this strange divorce,', 'Ah tell where I must seek this compound I?', 'To the vast ocean of empyreal flame,', 'From whence thy essence came,', 'Dost thou thy flight pursue, when freed', 'From matter’s base encumbering weed?', 'Or dost thou, hid from sight,', 'Wait, like some spell-bound knight,', 'Through blank oblivious years th’ appointed hour,', 'To break thy trance and reassume thy power?', 'Yet canst thou without thought or feeling be?', 'O say what art thou, when no more thou ’rt thee?', 'Life! we’ve been long together,', 'Through pleasant and through cloudy weather;', '’Tis hard to part when friends are dear;', 'Perhaps ’t will cost a sigh, a tear;', 'Then steal away, give little warning,', 'Choose thine own time;', 'Say not Good night, but in some brighter clime', 'Bid me Good morning.']",/poems/50602/life-56d22dcfeee28
life,Edith Wharton,Life,"['Life, like a marble block, is given to all,', 'A blank, inchoate mass of years and days,', 'Whence one with ardent chisel swift essays', 'Some shape of strength or symmetry to call;', 'One shatters it in bits to mend a wall;', 'One in a craftier hand the chisel lays,', 'And one, to wake the mirth in Lesbia’s gaze,', 'Carves it apace in toys fantastical.', 'But least is he who, with enchanted eyes', 'Filled with high visions of fair shapes to be,', 'Muses which god he shall immortalize', 'In the proud Parian’s perpetuity,', 'Till twilight warns him from the punctual skies', 'That the night cometh wherein none shall see.']",/poems/48066/life-56d22902c052e
life,Claudia Emerson,Lifeguard,"['She perches high on the stand, gleaming whistle', 'dangling, on her suit a dutiful,', 'faded red cross. Mine her only life', 'to guard, she does for a while watch', 'the middle-aged woman who has nothing better', ""to do than swim laps in the Y's indoor pool"", 'on a late Friday afternoon. I am slow,', 'though, boring, length after predictable', 'length of breaststroke or the duller lap', 'of elementary backstroke perfectly', 'executed within the taut confines', 'of the brightly buoyed lane. So she abandons me', 'to study split-ends, hangnail, wristwatch,', 'until—the body of the whistle cupped', 'loosely in her palm—her head nods toward', ""shallow dreams. I've never felt so safe in my life,"", 'making flawless, practiced turns, pushing, invisible', 'to reenter my own wake, reverse it.']",/poems/58433/lifeguard
life,Dorianne Laux,Life is Beautiful,"['and remote, and useful,', 'if only to itself. Take the fly, angel', 'of the ordinary house, laying its bright', 'eggs on the trash, pressing each jewel out', 'delicately along a crust of buttered toast.', 'Bagged, the whole mess travels to the nearest', 'dump where other flies have gathered, singing', 'over stained newsprint and reeking', 'fruit. Rapt on air they execute an intricate', 'ballet above the clashing pirouettes', 'of heavy machinery. They hum with life.', 'While inside rumpled sacks pure white', 'maggots writhe and spiral from a rip,', 'a tear-shaped hole that drools and drips', 'a living froth onto the buried earth.', 'The warm days pass, gulls scree and pitch,', 'rats manage the crevices, feral cats abandon', 'their litters for a morsel of torn fur, stranded', 'dogs roam open fields, sniff the fragrant edges,', 'a tossed lacework of bones and shredded flesh.', 'And the maggots tumble at the center, ripening,', 'husks membrane-thin, embryos darkening', 'and shifting within, wings curled and wet,', 'the open air pungent and ready to receive them', 'in their fecund iridescence. And so, of our homely hosts,', 'a bag of jewels is born again into the world. Come, lost', 'children of the sun-drenched kitchen, your parents', 'soundly sleep along the windowsill, content,', 'wings at rest, nestled in against the warm glass.', 'Everywhere the good life oozes from the useless', 'waste we make when we create—our streets teem', 'with human young, rafts of pigeons streaming', 'over the squirrel-burdened trees. If there is', 'a purpose, maybe there are too many of us', 'to see it, though we can, from a distance,', ""hear the dull thrum of generation's industry,"", 'feel its fleshly wheel churn the fire inside us, pushing', 'the world forward toward its ragged edge, rushing', 'like a swollen river into multitude and rank disorder.', 'Such abundance. We are gorged, engorging, and gorgeous.']",/poems/58278/life-is-beautiful
life,Rae Armantrout,Life's Work,"['1', 'Did I say I was a creature', 'of habit?', 'I meant the opposite.', 'I meant behavior', 'is a pile of clothes', 'I might or might not wear.', 'Before all the sowing and reaping', 'could go on for centuries,', 'before the calendar,', 'I must have been convinced', 'that my movements', 'were both mandated', 'and blessed.', '2', ""I've never been an old woman"", 'knitting by a fire', ""but I've played one"", 'in images', 'where it meant being foolish', 'or wise, a mistress', ""of distraction's"", 'indirection.', 'To rock while entwining', ""is life's work,"", 'but I am reckless,', 'restless']",/poems/58019/lifes-work
life,Evie Shockley,lifeline,"['wedged in the top branches, rain still sighing', 'to earth as a dissolute sky dissolves,', 'a mozambican woman turns mother,', 'her water breaking loose to pool with the flood', 'licking the trunk below, a country-sized', 'puddle calls forth the child whose name, the mother', 'vowed, would not be drowned, no matter how', 'high she had to climb. my mother’s water', 'washed her bare yellow bathroom tile many', 'years ago, a diluvial warning', 'of my struggle to arrive. we fought to', 'get me out, and have been tugging at each', 'other ever since, tethered by a cord', 'that simply thickens when it’s cut. we', 'descended then, thirsting, churning, not into', 'the waters that hound the mozambican', 'mother, baying her and her baby in', 'the tree, but into that enduring ocean', 'in which—as mother, daughter, or both—a', 'woman’s only choices are drink or swim.']",/poems/55875/lifeline
life,Vijay Seshadri,Life of Savage,"['I’ve been excited about him as an individual.', 'I’ve met him as a person, emerging from his own shadow.', 'Indeed it is remarkable.', 'Indeed it is to be remarked of my friend Savage that', 'the desolation of hopes not merely deferred', 'but by impracticability brutalized', 'little marred his genial spirit.', 'How such a one, so circumstanced by parentage—', 'the mother crippled by disappointment; the father by rotgut and Percodan—', 'as to blight his prospects, and blacken with untimely frost the buds', 'of those ambitions justly excited', 'by manifest powers, graces, and propensities,', 'should nonetheless display', 'discrimination not inferior to those we deem wise,', 'sympathy judicious and above reproach,', 'is cause for a wonder neither cynicism can besmirch nor incredulity subvert.', 'In and out of juvie, jacking cars at fifteen,', 'snorting lines of Adderall, his nostrils stained blue,', 'kicked out, taken back, kicked out,', 'busted, paroled, busted again,', 'straining to reach the shiny object fallen through the grate,', 'tantalizing, just beyond his fingers,', 'finding and losing God,', 'thinking as he rakes the leaves of the linden tree', 'outside the sublet bungalow', 'that eating, sleeping, dying are what it’s all about,', 'nothing else, maybe a few sunsets,', 'forget about sex.']",/poems/54227/life-of-savage
life,Howard Nemerov,Life Cycle of Common Man,"['Roughly figured, this man of moderate habits,', 'This average consumer of the middle class,', 'Consumed in the course of his average life span', 'Just under half a million cigarettes,', 'Four thousand fifths of gin and about', 'A quarter as much vermouth; he drank', 'Maybe a hundred thousand cups of coffee,', 'And counting his parents’ share it cost', 'Something like half a million dollars', 'To put him through life. How many beasts', 'Died to provide him with meat, belt and shoes', 'Cannot be certainly said.', 'But anyhow,', 'It is in this way that a man travels through time,', 'Leaving behind him a lengthening trail', 'Of empty bottles and bones, of broken shoes,', 'Frayed collars and worn out or outgrown', 'Diapers and dinnerjackets, silk ties and slickers.', 'Given the energy and security thus achieved,', 'He did . . . ? What? The usual things, of course,', 'The eating, dreaming, drinking and begetting,', 'And he worked for the money which was to pay', 'For the eating, et cetera, which were necessary', 'If he were to go on working for the money, et cetera,', 'But chiefly he talked. As the bottles and bones', 'Accumulated behind him, the words proceeded', 'Steadily from the front of his face as he', 'Advanced into the silence and made it verbal.', 'Who can tally the tale of his words? A lifetime', 'Would barely suffice for their repetition;', 'If you merely printed all his commas the result', 'Would be a very large volume, and the number of times', 'He said “thank you” or “very little sugar, please,”', 'Would stagger the imagination. There were also', 'Witticisms, platitudes, and statements beginning', '“It seems to me” or “As I always say.”', 'Consider the courage in all that, and behold the man', 'Walking into deep silence, with the ectoplastic', 'Cartoon’s balloon of speech proceeding', 'Steadily out of the front of his face, the words', 'Borne along on the breath which is his spirit', 'Telling the numberless tale of his untold Word', 'Which makes the world his apple, and forces him to eat.']",/poems/52768/life-cycle-of-common-man
life,Tennessee Williams,Life Story,"[""After you've been to bed together for the first time,"", 'without the advantage or disadvantage of any prior acquaintance,', 'the other party very often says to you,', 'Tell me about yourself, I want to know all about you,', ""what's your story? And you think maybe they really and truly do"", 'sincerely want to know your life story, and so you light up', 'a cigarette and begin to tell it to them, the two of you', 'lying together in completely relaxed positions', 'like a pair of rag dolls a bored child dropped on a bed.', 'You tell them your story, or as much of your story', 'as time or a fair degree of prudence allows, and they say,', 'Oh, oh, oh, oh, oh,', 'each time a little more faintly, until the oh', 'is just an audible breath, and then of course', ""there's some interruption. Slow room service comes up"", 'with a bowl of melting ice cubes, or one of you rises to pee', 'and gaze at himself with the mild astonishment in the bathroom mirror.', ""And then, the first thing you know, before you've had time"", 'to pick up where you left off with your enthralling life story,', ""they're telling you their life story, exactly as they'd intended to all along,"", ""and you're saying, Oh, oh, oh, oh, oh,"", 'each time a little more faintly, the vowel at last becoming', 'no more than an audible sigh,', 'as the elevator, halfway down the corridor and a turn to the left,', 'draws one last, long, deep breath of exhaustion', 'and stops breathing forever. Then?', 'Well, one of you falls asleep', 'and the other one does likewise with a lighted cigarette in his mouth,', ""and that's how people burn to death in hotel rooms.""]",/poems/50045/life-story-56d22cc476c2b
life,Robert Browning,Life in a Love,"['Escape me?', 'Never—', 'Beloved!', 'While I am I, and you are you,', 'So long as the world contains us both,', 'Me the loving and you the loth,', 'While the one eludes, must the other pursue.', 'My life is a fault at last, I fear:', 'It seems too much like a fate, indeed!', 'Though I do my best I shall scarce succeed.', 'But what if I fail of my purpose here?', 'It is but to keep the nerves at strain,', ""To dry one's eyes and laugh at a fall,"", 'And, baffled, get up and begin again,—', ""So the chase takes up one's life, that's all."", 'While, look but once from your farthest bound', 'At me so deep in the dust and dark,', 'No sooner the old hope goes to ground', 'Than a new one, straight to the self-same mark,', 'I shape me—', 'Ever', 'Removed!']",/poems/43761/life-in-a-love
life,Ricardo Ruiz,Life of the Eldest Girl,"['I started to become their mom.', 'Before I’d go to school,', 'I would take my brothers to the', 'babysitter.', 'I would get the others dressed', 'and walk them to school.', 'After school,', 'I wouldn’t play sports.', 'I would have to babysit.', 'I would clean the house and', 'make sure they had something for', 'dinner', 'before my parents got home.', 'I found a solution at sixteen:', 'somebody showed me love', 'and I decided to go', 'I left in the night', 'and got married.']",/poems/160792/life-of-the-eldest-girl
life,Moon Bo Young,Life Centered Around,"[""I think with you at the center of my thoughts. Europa orbits Jupiter and centers Jupiter in its thoughts. Europa thinks about its day, spinning around that thing that is slowest to come when you want to escape. It massages its swollen feet, points its toes to the wall, points them back. It spun through the day while deferring the day. It spins with no intention\r\nto arrive, no intention to push away. Spinning shallowly it thinks of shallow outer space. Europa wets its ankles and is in pain. The pain orbits around Jupiter. Europa hurts. It spins until it forgets Jupiter and thinks of the moment it spun around someone who wasn't there. It's space and space smiles like a doll whose neck is the only part that turns. When Europa thinks of space it thinks of the year 5000 or just before the year 5000 or just after the year 5000. It thinks of a star orbiting a faraway star. It writes down a date it can't live in and writes a diary entry where the letters orbit around letters. The spinning makes them round . The left side of the doll's face is spinning to arrive at its right side. It smiles from ear to ear as its neck becomes bright blue. A letter came from far away. A letter without an orbit. Every letter in it is a round fence. A bug smoothly steps over the back of another bug. Pushing forward a little at a time. It erects the walls it has passed behind it and spins. It presses its back against the thing it left behind. It goes forward.""]",/poems/156686/life-centered-around
life,Joshua Rivkin,Lifeguard,"[""My father is modest. He didn't save hundreds"", 'from drowning. Just a few dozen.', 'Gathered from the swell, the riptide, rough,', 'rough waves he carried them ashore.', 'Half-lit, he tells it again. The storm', 'against sky, the lifeguard without fear', 'alone in the water, the crowd', 'gathered to witness.', ""Here's what to notice:"", 'the danger of weather, failures', 'of the other people to help, we never know', 'what happened to the boy.', 'This is my humble brag, my bravado,', 'my foolish affection', 'to write the same poem year after year.', 'In some versions I am the lifeguard.', ""In others I'm drowning."", ""Then I'm sky. Then wave.""]",/poems/155196/lifeguard-5ff3529042a2c
life,Richard Jones,Life after Death,"['What I envy in the open eyes', 'of the dead deer hanging down', 'from the rafters, its eyes', 'still wet and glassy, but locked now', 'into a vision of another life,', 'is the way it seems to be', 'staring at the moment when', 'it died. The blue light', 'falling through the window', 'into this smoke-filled room', 'is the same color as the mist', 'coming down off the mountain', 'that morning: the deer sees', 'men with guns', 'but also sees, beyond them,', 'the endless mountains.']",/poems/147647/life-after-death
coffee,Kwame Dawes,Coffee Break,"['It was Christmastime,', 'the balloons needed blowing,', 'and so in the evening', 'we sat together to blow', 'balloons and tell jokes,', 'and the cool air off the hills', 'made me think of coffee,', 'so I said, “Coffee would be nice,”', 'and he said, “Yes, coffee', 'would be nice,” and smiled', 'as his thin fingers pulled', 'the balloons from the plastic bags;', 'so I went for coffee,', 'and it takes a few minutes', 'to make the coffee', 'and I did not know', 'if he wanted cow’s milk', 'or condensed milk,', 'and when I came out', 'to ask him, he was gone,', 'just like that, in the time', 'it took me to think,', 'cow’s milk or condensed;', 'the balloons sat lightly', 'on his still lap.']",/poems/57760/coffee-break
coffee,David Ferry,Coffee Lips,"['The guest who came in to the street people’s suppers last night,', 'An elderly man with a lost smart little boy’s face and a look', 'As if he might turn against you anytime soon,', 'As if he’d just come into this world and he was extremely', 'Wary about what the world was going to be, and he said,', '“If I ask you a question will you give me a truthful answer?”', 'And I said, “That depends on what the question is,”', 'Thinking the little elderly boy looked sophisticated and', 'As if he’d in fact been a long time in the world', 'And would get the tone right, and maybe he did, or maybe he didn’t;', 'At any rate he went on to ask the question,', '“When I come into places like this and there are people holding', 'Coffee cups to their lips and they look at me,', 'Are they about to drink the coffee or not to drink the coffee?”', 'He was balancing the world on the tip of his witty unknowing nose.', 'I felt like I was falling down someplace else than anywhere there.']",/poems/55224/coffee-lips
coffee,Urayoán Noel,"ode to coffee
          oda al café","['from Africa to a Caribbean hill', 'de África a las lomas del Caribe', 'to the smiling ruin of our cities', 'a la feliz ruina de ciudades', 'anoint the neural vessels we refill', 'al matorral neural en donde vive', 'until your acid muse drowns our pities', 'tu agria musa que ahoga soledades', 'return us to our tribe that grew dark beans', 'devuélvenos al semillero isleño', 'cut through the grease of our late-night omelets', 'metaboliza la grasa nocturna', 'and warm this empty diner by the club', 'trae tu calor a nuestro desvelo', 'where luckless lovers stare at tiny screens', 'haz que el amante no muera de sueño', 'and poets brew old socks into psalmlets', 'tu borra es poema que embadurna', 'while dreaming it rains coffee from above.', 'y sombría tu alegría de cielo.']",/poems/89483/ode-to-coffee-oda-al-cafe
coffee,Naomi Shihab Nye,My Uncle’s Favorite Coffee Shop,"['Serum of steam rising from the cup,', 'what comfort to be known personally by Barbara,', 'her perfect pouring hand and starched ascot,', 'known as the two easy eggs and the single pancake,', 'without saying.', 'What pleasure for an immigrant—', 'anything without saying.', 'My uncle slid into his booth.', 'I cannot tell you—how I love this place.', 'He drained the water glass, noisily clinking his ice.', 'My uncle hailed from an iceless region.', 'He had definite ideas about water drinking.', 'I cannot tell you—all the time. But then he’d try.', 'My uncle wore a white shirt every day of his life.', 'He raised his hand against the roaring ocean', 'and the television full of lies.', 'He shook his head back and forth', 'from one country to the other', 'and his ticket grew longer.', 'Immigrants had double and nothing all at once.', 'Immigrants drove the taxis, sold the beer and Cokes.', 'When he found one note that rang true,', 'he sang it over and over inside.', 'Coffee, honey.', 'His eyes roamed the couples at other booths,', 'their loose banter and casual clothes.', 'But he never became them.', 'Uncle who finally left in a bravado moment', 'after 23 years, to live in the old country forever,', 'to stay and never come back,', 'maybe it would be peaceful now,', 'maybe for one minute,', 'I cannot tell you—how my heart has settled at last.', 'But he followed us to the sidewalk', 'saying, Take care, Take care,', 'as if he could not stand to leave us.', 'I cannot tell—', 'how we felt', 'to learn that the week he arrived,', 'he died. Or how it is now,', 'driving his parched streets,', 'feeling the booth beneath us as we order,', 'oh, anything, because if we don’t,', 'nothing will come.']",/poems/48605/my-uncles-favorite-coffee-shop
coffee,Lady Mary Wortley Montagu,Town Eclogues: Tuesday; St. James's Coffee-House,"[""SILLIANDER and PATCH. THOU so many favours hast receiv'd,"", ""Wondrous to tell, and hard to be believ'd,"", 'Oh ! H—— D, to my lays attention lend,', 'Hear how two lovers boastingly contend ;', 'Like thee successful, such their bloomy youth,', ""Renown'd alike for gallantry and truth."", ""St. JAMES's bell had toll'd some wretches in,"", ""(As tatter'd riding-hoods alone could sin)"", 'The happier sinners now their charms put out,', 'And to their manteaus their complexions suit :', ""The opera queens had finish'd half their faces,"", 'And city-dames allready taken places ;', 'Fops of all kinds to see the Lion, run ;', ""The beauties stay till the first act's begun,"", 'And beaux step home to put fresh linen on.', ""No well-dress'd youth in coffee-house remain'd,"", ""But pensive PATCH, who on the window lean'd ;"", 'And SILLIANDER, that alert and gay,', ""First pick'd his teeth, and then began to say."", 'SILLIANDER. Why all these sighs ? ah ! why so pensive grown ?', 'Some cause there is that thus you sit alone.', 'Does hapless passion all this sorrow move ?', 'Or dost thou envy where the ladies love ?', 'PATCH. If, whom they love, my envy must pursue,', ""'Tis sure, at least, I never envy You."", ""SILLIANDER. No, I'm unhappy, You are in the right,"", ""'Tis You they favour, and 'tis Me they slight."", 'Yet I could tell, but that I hate to boast,', ""A club of ladies where 'tis Me they toast."", 'PATCH. Toasting does seldom any favour prove ;', 'Like us, they never toast the thing they love.', 'A certain Duke one night my health begun ;', 'With chearful pledges round the room it run,', ""Till the young SILVIA press'd to drink it too,"", ""Started, and vow'd she knew not what to do :"", ""What, drink a fellow's health ! she dy'd with shame :"", ""Yet blush'd whenever she pronounc'd my name."", 'SILLIANDER. Ill fates pursue me, may I never find', 'The dice propitious, or the ladies kind,', ""If fair Miss FLIPPY's fan I did not tear,"", 'And one from me she condescends to wear.', 'PATCH. Women are always ready to receive ;', ""'Tis then a favour when the sex will give."", 'A lady (but she is too great to name)', 'Beauteous in person, spotless is her fame,', 'With gentle strugglings let me force this ring ;', 'Another day may give another thing.', ""SILLIANDER. I cou'd say something — see this billet-doux —"", 'And as for presents — look upon my shoe —', ""These buckles were not forc'd, nor half a theft,"", 'But a young Countess fondly made the gift.', 'PATCH. My Countess is more nice, more artful too,', 'Affects to fly that I may fierce pursue :', ""This snuff-box which I begg'd, she still deny'd,"", ""And when I strove to snatch it, seem'd to hide ;"", ""She laugh'd and fled, and as I sought to seize,"", ""With affectation cramm'd it down her stays :"", ""Yet hop'd she did not place it there unseen,"", ""I press'd her breasts, and pull'd it from between."", 'SILLIANDER. Last night, as I stood ogling of her Grace,', 'Drinking delicious poison from her face,', 'The soft enchantress did that face decline,', ""Nor ever rais'd her eyes to meet with mine ;"", 'With sudden art some secret did pretend,', ""Lean'd cross two chairs to whisper to a friend,"", 'While the stiff whalebone with the motion rose,', 'And thousand beauties to my sight expose.', ""PATCH. Early this morn — (but I was ask'd to come)"", ""I drank bohea in CÆLIA's dressing-room :"", 'Warm from her bed, to me alone within,', ""Her night-gown fasten'd with a single pin ;"", 'Her night-cloaths tumbled with resistless grace,', ""And her bright hair play'd careless round her face ;"", 'Reaching the kettle, made her gown unpin,', 'She wore no waistcoat, and her shift was thin.', 'SILLIANDER. See TITIANA driving to the park,', ""Hark ! let us follow, 'tis not yet too dark ;"", 'In her all beauties of the spring are seen,', 'Her cheeks are rosy, and her mantle green.', 'PATCH. See, TINTORETTA to the opera goes !', 'Haste, or the crowd will not permit our bows ;', ""In her the glory of the heav'ns we view,"", 'Her eyes are star-like, and her mantle blue.', ""SILLIANDER. What colour does in CÆLIA's stockings shine ?"", 'Reveal that secret, and the prize is thine.', 'PATCH. What are her garters ! tell me if you can ;', ""I'll freely own thee for the happier man."", 'Thus PATCH continued his heroic strain,', 'While SILLIANDER but contends in vain.', ""After a conquest so important gain'd,"", ""Unrival'd PATCH in ev'ry ruelle reign'd.""]",/poems/44763/town-eclogues-tuesday-st-jamess-coffee-house
coffee,Joel Dias-Porter,Portrait of the Artist as a Starfish in Coffee,"['What if the primary colors on your spectrum', 'were mud, muddled, and muddliest?', 'Benjamin Franklin invented the Internet', 'so that I could talk to folk but not face to face', 'and I know what purple-tailed hawk of thought', 'just perched on your extended wrist', 'but try to fit your average feet in my size 17s.', 'Fact: the average reader processes 300 wpm', 'and maybe they can read other people’s faces', 'like a vegan interrogating a list of ingredients', 'but what if every face was written in Braille', 'and you had only catcher’s mitts below your wrists,', 'or IKEA bookcases with reams of instructions', 'ciphered in tiny print with disappearing ink,', 'imagine being so literal that when told', 'to let sleeping dogs lie, you asked', 'how a Doberman could be dishonest,', 'imagine every smiling hint a girl ever sent your way', 'was in a prescription bottle with a You\xadproof cap', 'or a personal pizza delivered 30 minutes late', 'to the door of a boarded-up summer bungalow', 'then top that double dose of pepperoni', 'by having even the most casual conversation', 'served with Denali-sized asides of organic skew.', 'Fact: the US has 95,000 miles of shoreline,', 'but on this dinner plate the border between the Country', 'of Carrots and the Province of Peas can never meet,', 'say your brain is a slinky bullet-headed train', 'but your mouth is a horse-drawn Amish wagon', 'and what rockets across the endless gray rails', 'of your origamied cranium is ever projected', 'onto your grinning scrim of skin,', 'and maybe Ben Franklin didn’t', 'invent the Internet, but the Internet', 'has plenty pictures of him inventing electricity', 'which is almost the same thing,', 'say your friend Cynthia R. claims it will storm later', 'and you hear Oran Juice Jones singing', '“I saw you (and him) walking in the rain”', 'and you beam a lighthouse smile,', 'only Cynthia says, “Seriously, I saw it on the news,”', 'while all you smell is full-length fur coats', 'matted by a downpour in MacArthur Park and', 'now Cynthia R. wants to know what’s so funny', 'but who can say Oran Juice Jones', 'without a concentrated face so you try', 'to collect the loose nickels and pennies', 'of thought spilling from your front pocket', 'but Cynthia fires up her smartphone', 'to show you the seven-day forecast', 'and now the foil-covered pots on the back', 'of her electric range are beginning to boil', 'and you say, “No, I believe you,”', 'but she believes in tone of voice the way Crayola', 'once believed in a peach crayon called “Flesh”', 'or the way banks believe in daily deposits', 'left by a river’s most assiduous visits.', 'Fact: the city of Pittsburgh has over 400 bridges,', 'let’s say you arch quick when softly pricked as', 'if any foreign finger were a cattle prod', 'and maybe Ben Franklin didn’t invent', 'electricity but he certainly earned a shiny penny', 'by cutting out the lights during thunderstorms,', 'only your steady tone is mono as a Sinatra single', 'on the platter of a hand-cranked Victrola,', 'and Cynthia cocks her head like a small dog', 'that is not boarding your single\xad-storied boat', 'and now you’re a wind-whipped antenna', 'on an empty dinghy bobbing dockside', 'as she steams out of range of your radio’s befuddled dial.']",/poems/144375/portrait-of-the-artist-as-a-starfish-in-coffee-59bc022406ea5
coffee,Joy Katz,All You Do Is Perceive,"['I was given a city, with coffee and sunlight. “The coin-purse smell of the subway,” I wrote. In the mornings policemen would stand, lightstruck and pleasured, over trays of danish. Mornings I wrote and workmen raised up their nets. Hallelujah the brick, the debris! I was given a city. The city got between me and God.', 'I was given a house. The curtains breathed over wide sills. There was a leaf in the middle of the floor, I loved the crispness of the leaf. I loved the privacy of sills. The sills sailed, I fell into the sills. The sills got between me and God.\r\n\r\nI was given a mud hut. The walls curved to meet the ceiling like a tongue curves to make a word.\r\n\r\nI was given God, with salt and sweet together. I was given a piece of meat. I loved the flesh. I was given bread only. I was given only water. I loved the coolness of the water. The water got between me and the feast.\r\n\r\nI had an empty plate and there was the color of it. I cannot even describe the color of it.\r\n\r\nI was given a cell with a window. There was a certain light at evening.', 'I was given nothing but the air, and the air dazzled.']",/poems/92803/all-you-do-is-perceive
